effective_date,ticker,universe,source_pdf
2021-03-31,FEDERALBNK.NS,NIFTY_MIDCAP_100,NIFTY_Midcap_100_Mar2021.pdf
2021-03-31,FINEORG.NS,NIFTY_SMALLCAP_100,NIFTY_Smallcap_100_Mar2021.pdf
2021-03-31,FORTIS.NS,NIFTY_MIDCAP_100,NIFTY_Midcap_100_Mar2021.pdf
2021-03-31,FRETAIL.NS,NIFTY_SMALLCAP_100,NIFTY_Smallcap_100_Mar2021.pdf
2021-03-31,FSL.NS,NIFTY_SMALLCAP_100,NIFTY_Smallcap_100_Mar2021.pdf
2021-03-31,GAIL.NS,NIFTY_100,NIFTY_100_Mar2021.pdf
2021-03-31,GLENMARK.NS,NIFTY_MIDCAP_100,NIFTY_Midcap_100_Mar2021.pdf
2021-03-31,GMMPFAUDLR.NS,NIFTY_SMALLCAP_100,NIFTY_Smallcap_100_Mar2021.pdf
2021-03-31,GMRINFRA.NS,NIFTY_MIDCAP_100,NIFTY_Midcap_100_Mar2021.pdf
2021-03-31,GNFC.NS,NIFTY_SMALLCAP_100,NIFTY_Smallcap_100_Mar2021.pdf
2021-03-31,GODFRYPHLP.NS,NIFTY_SMALLCAP_100,NIFTY_Smallcap_100_Mar2021.pdf
2021-03-31,GODREJAGRO.NS,NIFTY_MIDCAP_100,NIFTY_Midcap_100_Mar2021.pdf
2021-03-31,GODREJCP.NS,NIFTY_100,NIFTY_100_Mar2021.pdf
2021-03-31,GODREJIND.NS,NIFTY_MIDCAP_100,NIFTY_Midcap_100_Mar2021.pdf
2021-03-31,GODREJPROP.NS,NIFTY_MIDCAP_100,NIFTY_Midcap_100_Mar2021.pdf
