effective_date,universe,source_url,local_filename,sha256,constituent_count,fixed_snapshot_date,fixed_set_sha256,usage
2020-12-31,NIFTY_100,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataDec2020.zip,indices_dataDec2020.zip,61922f25601735aeb00d534f04de99924607cc4f51ad1cc8777f61720af3ba0c,100,2020-12-31,abf45fe7b75f4879fe78007ce019237ff3e166124af472633e0771d5d10599d5,organiser-approved fixed universe for 2021-2025 backtest
2020-12-31,NIFTY_MIDCAP_100,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataDec2020.zip,indices_dataDec2020.zip,61922f25601735aeb00d534f04de99924607cc4f51ad1cc8777f61720af3ba0c,100,2020-12-31,abf45fe7b75f4879fe78007ce019237ff3e166124af472633e0771d5d10599d5,organiser-approved fixed universe for 2021-2025 backtest
2020-12-31,NIFTY_SMALLCAP_100,https://www.niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataDec2020.zip,indices_dataDec2020.zip,61922f25601735aeb00d534f04de99924607cc4f51ad1cc8777f61720af3ba0c,100,2020-12-31,abf45fe7b75f4879fe78007ce019237ff3e166124af472633e0771d5d10599d5,organiser-approved fixed universe for 2021-2025 backtest
